"Event Type","Start Time","Server ID","Customer ID","Queue Size","Busy Servers"
"Departure",286.421481438,1,34,0,2
"Departure",290.214815559,2,35,0,1
"Arrival",292.029136911,-1,37,0,1
"Service",292.029136911,1,37,0,2
"Departure",297.164837733,1,37,0,1
"Arrival",298.987869172,-1,38,0,1
"Service",298.987869172,1,38,0,2
"Departure",310.769504134,3,36,0,1
"Arrival",311.953742926,-1,39,0,1
"Service",311.953742926,2,39,0,2
"Departure",314.305659856,1,38,0,1
"Arrival",318.518066721,-1,40,0,1
"Service",318.518066721,1,40,0,2
"Arrival",319.678452823,-1,41,0,2
"Service",319.678452823,3,41,0,3
"Departure",323.230015732,1,40,0,2
"Departure",323.835050494,2,39,0,1
"Arrival",331.359294593,-1,42,0,1
"Service",331.359294593,1,42,0,2
"Departure",339.272740945,3,41,0,1
"Departure",346.879489157,1,42,0,0
"Arrival",352.266353115,-1,43,0,0
"Service",352.266353115,1,43,0,1
"Arrival",362.737384777,-1,44,0,1
"Service",362.737384777,2,44,0,2
"Arrival",365.664553690,-1,45,0,2
"Service",365.664553690,3,45,0,3
"Departure",366.971192656,1,43,0,2
"Arrival",369.441032365,-1,46,0,2
"Service",369.441032365,1,46,0,3
"Departure",369.899274621,3,45,0,2
"Departure",371.695230812,1,46,0,1
"Departure",374.843937612,2,44,0,0
"Arrival",375.169105520,-1,47,0,0
"Service",375.169105520,1,47,0,1
"Arrival",381.339896804,-1,48,0,1
"Service",381.339896804,2,48,0,2
"Departure",385.453819922,2,48,0,1
"Arrival",395.219196333,-1,49,0,1
"Service",395.219196333,2,49,0,2
"Departure",397.011776956,1,47,0,1
"Arrival",401.731536302,-1,50,0,1
"Service",401.731536302,1,50,0,2
"Departure",410.785676052,1,50,0,1
"Arrival",416.867589291,-1,51,0,1
"Service",416.867589291,1,51,0,2
"Arrival",419.321329397,-1,52,0,2
"Service",419.321329397,3,52,0,3
"Departure",427.355099612,2,49,0,2
"Arrival",428.053564731,-1,53,0,2
"Service",428.053564731,2,53,0,3
"Departure",430.961094838,1,51,0,2
"Arrival",434.824892687,-1,54,0,2
"Service",434.824892687,1,54,0,3
"Departure",435.094786277,2,53,0,2
"Arrival",441.729763596,-1,55,0,2
"Service",441.729763596,2,55,0,3
"Arrival",445.487396735,-1,56,0,3
"Service",445.487396735,4,56,0,4
"Departure",449.029691648,3,52,0,3
"Arrival",454.390262886,-1,57,0,3
"Service",454.390262886,3,57,0,4
"Departure",456.100250245,1,54,0,3
"Arrival",461.755841773,-1,58,0,3
"Service",461.755841773,1,58,0,4
"Departure",462.542942090,4,56,0,3
"Arrival",464.347614871,-1,59,0,3
"Service",464.347614871,4,59,0,4
"Departure",466.078866953,3,57,0,3
"Departure",467.236544370,2,55,0,2
"Arrival",474.276472172,-1,60,0,2
"Service",474.276472172,2,60,0,3
"Arrival",476.756055253,-1,61,0,3
"Service",476.756055253,3,61,0,4
"Departure",481.667573313,1,58,0,3
"Departure",481.711109546,3,61,0,2
"Arrival",482.427855975,-1,62,0,2
"Service",482.427855975,1,62,0,3
"Arrival",487.067993866,-1,63,0,3
"Service",487.067993866,3,63,0,4
"Departure",488.236786350,4,59,0,3
"Departure",497.362433354,1,62,0,2
"Departure",499.878455776,3,63,0,1
"Arrival",504.067801164,-1,64,0,1
"Service",504.067801164,1,64,0,2
"Arrival",507.454142825,-1,65,0,2
"Service",507.454142825,3,65,0,3
"Departure",521.722304563,1,64,0,2
"Arrival",522.733485585,-1,66,0,2
"Service",522.733485585,1,66,0,3
"Departure",527.207784392,1,66,0,2
"Arrival",534.484056821,-1,67,0,2
"Service",534.484056821,1,67,0,3
"Departure",535.935248702,1,67,0,2
"Arrival",537.733608029,-1,68,0,2
"Service",537.733608029,1,68,0,3
"Departure",539.808336630,1,68,0,2
"Departure",545.831933114,2,60,0,1
"Arrival",546.691139806,-1,69,0,1
"Service",546.691139806,1,69,0,2
"Arrival",551.381960527,-1,70,0,2
"Service",551.381960527,2,70,0,3
"Departure",551.836914805,3,65,0,2
"Arrival",553.489584398,-1,71,0,2
"Service",553.489584398,3,71,0,3
"Departure",554.034140198,2,70,0,2
"Arrival",554.916027704,-1,72,0,2
"Service",554.916027704,2,72,0,3
"Departure",556.805123408,1,69,0,2
"Arrival",557.507888264,-1,73,0,2
"Service",557.507888264,1,73,0,3
"Arrival",559.143008148,-1,74,0,3
"Service",559.143008148,4,74,0,4
"Departure",561.886573441,1,73,0,3
"Arrival",567.041283220,-1,75,0,3
"Service",567.041283220,1,75,0,4
"Departure",569.558839722,2,72,0,3
"Departure",573.290005244,1,75,0,2
"Arrival",576.663543263,-1,76,0,2
"Service",576.663543263,1,76,0,3
"Arrival",581.801234626,-1,77,0,3
"Service",581.801234626,2,77,0,4
"Departure",583.044309177,1,76,0,3
"Arrival",585.059537043,-1,78,0,3
"Service",585.059537043,1,78,0,4
"Departure",586.775176871,3,71,0,3
"Departure",588.636801104,4,74,0,2
"Arrival",595.053094266,-1,79,0,2
"Service",595.053094266,3,79,0,3
"Arrival",603.571020429,-1,80,0,3
"Service",603.571020429,4,80,0,4
"Arrival",608.009506585,-1,81,0,4
"Departure",608.851797172,2,77,1,3
"Service",608.851797172,2,81,0,4
"Departure",609.509186625,3,79,0,3
"Arrival",610.465212362,-1,82,0,3
"Service",610.465212362,3,82,0,4
"Departure",613.882156760,4,80,0,3
"Departure",616.736466083,1,78,0,2
"Arrival",625.784687045,-1,83,0,2
"Service",625.784687045,1,83,0,3
"Departure",634.225939965,1,83,0,2
"Departure",636.045546590,2,81,0,1
"Arrival",639.451731646,-1,84,0,1
"Service",639.451731646,1,84,0,2
"Arrival",644.068246168,-1,85,0,2
"Service",644.068246168,2,85,0,3
"Departure",645.612828367,2,85,0,2
"Arrival",648.179712210,-1,86,0,2
"Service",648.179712210,2,86,0,3
"Departure",654.811910952,1,84,0,2
"Arrival",655.884432868,-1,87,0,2
"Service",655.884432868,1,87,0,3
"Departure",657.032439197,2,86,0,2
"Arrival",660.493033353,-1,88,0,2
"Service",660.493033353,2,88,0,3
"Departure",662.055514629,1,87,0,2
"Arrival",665.842515372,-1,89,0,2
"Service",665.842515372,1,89,0,3
"Departure",669.261971928,3,82,0,2
"Arrival",669.687258174,-1,90,0,2
"Service",669.687258174,3,90,0,3
"Arrival",673.632488649,-1,91,0,3
"Service",673.632488649,4,91,0,4
"Departure",674.803757131,3,90,0,3
"Departure",675.230644787,2,88,0,2
"Arrival",677.249411471,-1,92,0,2
"Service",677.249411471,2,92,0,3
"Arrival",682.293093065,-1,93,0,3
"Service",682.293093065,3,93,0,4
"Departure",686.702701157,3,93,0,3
"Arrival",688.392334232,-1,94,0,3
"Service",688.392334232,3,94,0,4
"Departure",692.767368007,4,91,0,3
"Departure",693.138829710,1,89,0,2
"Departure",693.240235751,2,92,0,1
"Arrival",695.920842352,-1,95,0,1
"Service",695.920842352,1,95,0,2
"Departure",704.961874812,3,94,0,1
"Arrival",709.105021950,-1,96,0,1
"Service",709.105021950,2,96,0,2
"Departure",714.356454572,2,96,0,1
"Arrival",720.498201810,-1,97,0,1
"Service",720.498201810,2,97,0,2
"Arrival",724.720802689,-1,98,0,2
"Service",724.720802689,3,98,0,3
"Arrival",727.146669812,-1,99,0,3
"Service",727.146669812,4,99,0,4
"Departure",729.212390786,1,95,0,3
"Departure",740.640061285,2,97,0,2
"Departure",741.621730132,3,98,0,1
"Arrival",743.202192837,-1,100,0,1
"Service",743.202192837,1,100,0,2
"Arrival",755.686985183,-1,101,0,2
"Service",755.686985183,2,101,0,3
"Arrival",758.802813888,-1,102,0,3
"Service",758.802813888,3,102,0,4
"Departure",760.325845843,1,100,0,3
"Departure",764.513560119,2,101,0,2
"Departure",764.990525815,4,99,0,1
"Arrival",767.785995192,-1,103,0,1
"Service",767.785995192,1,103,0,2
"Arrival",775.361480227,-1,104,0,2
"Service",775.361480227,2,104,0,3
"Departure",778.713895982,2,104,0,2
"Departure",782.315602932,1,103,0,1
"Arrival",788.250346915,-1,105,0,1
"Service",788.250346915,1,105,0,2
"Departure",792.114418668,1,105,0,1
"Arrival",795.156406161,-1,106,0,1
"Service",795.156406161,1,106,0,2
"Arrival",808.364641545,-1,107,0,2
"Service",808.364641545,2,107,0,3
"Arrival",819.178056965,-1,108,0,3
"Service",819.178056965,4,108,0,4
"Departure",823.722699651,2,107,0,3
"Departure",830.983954671,4,108,0,2
"Departure",831.133247672,1,106,0,1
"Departure",831.628236246,3,102,0,0
"Arrival",839.419960767,-1,109,0,0
"Service",839.419960767,1,109,0,1
"Arrival",844.828621928,-1,110,0,1
"Service",844.828621928,2,110,0,2
"Departure",849.716878994,1,109,0,1
"Arrival",852.091460561,-1,111,0,1
"Service",852.091460561,1,111,0,2
"Departure",852.236091688,2,110,0,1
"Arrival",861.003836182,-1,112,0,1
"Service",861.003836182,2,112,0,2
"Departure",862.572195400,1,111,0,1
"Departure",865.636712231,2,112,0,0
"Arrival",867.393797150,-1,113,0,0
"Service",867.393797150,1,113,0,1
"Arrival",875.401402502,-1,114,0,1
"Service",875.401402502,2,114,0,2
"Departure",876.559302118,1,113,0,1
"Arrival",876.884983889,-1,115,0,1
"Service",876.884983889,1,115,0,2
"Departure",886.824575620,2,114,0,1
"Arrival",892.573621802,-1,116,0,1
"Service",892.573621802,2,116,0,2
"Arrival",899.163056782,-1,117,0,2
"Service",899.163056782,3,117,0,3
"Departure",904.891572937,1,115,0,2
"Departure",906.395654373,2,116,0,1
"Arrival",910.822594622,-1,118,0,1
"Service",910.822594622,1,118,0,2
"Departure",913.620443236,1,118,0,1
"Arrival",917.111337240,-1,119,0,1
"Service",917.111337240,1,119,0,2
"Departure",922.890737057,3,117,0,1
"Arrival",924.144061622,-1,120,0,1
"Service",924.144061622,2,120,0,2
"Departure",932.560656027,1,119,0,1
"Arrival",935.902125651,-1,121,0,1
"Service",935.902125651,1,121,0,2
"Arrival",947.981604081,-1,122,0,2
"Service",947.981604081,3,122,0,3
"Arrival",961.215615218,-1,123,0,3
"Service",961.215615218,4,123,0,4
"Departure",966.267236314,1,121,0,3
"Departure",968.007118145,2,120,0,2
"Arrival",971.105408442,-1,124,0,2
"Service",971.105408442,1,124,0,3
"Arrival",975.010986844,-1,125,0,3
"Service",975.010986844,2,125,0,4
"Departure",979.305292278,4,123,0,3
"Departure",988.048858059,1,124,0,2
"Departure",989.675262553,3,122,0,1
"Arrival",989.971121169,-1,126,0,1
"Service",989.971121169,1,126,0,2
"Departure",990.301379930,2,125,0,1
"Arrival",994.526679110,-1,127,0,1
"Service",994.526679110,2,127,0,2
"Departure",997.214862982,1,126,0,1
"Arrival",1004.59822359,-1,128,0,1
"Service",1004.59822359,1,128,0,2
"Arrival",1009.75025778,-1,129,0,2
"Service",1009.75025778,3,129,0,3
"Departure",1015.84524362,2,127,0,2
"Arrival",1019.22291954,-1,130,0,2
"Service",1019.22291954,2,130,0,3
"Departure",1019.34138563,3,129,0,2
"Departure",1022.68411183,2,130,0,1
"Departure",1040.34319352,1,128,0,0
"Arrival",1042.80343876,-1,131,0,0
"Service",1042.80343876,1,131,0,1
"Arrival",1051.13113644,-1,132,0,1
"Service",1051.13113644,2,132,0,2
"Departure",1059.88328227,1,131,0,1
"Arrival",1063.42627610,-1,133,0,1
"Service",1063.42627610,1,133,0,2
"Arrival",1069.98543618,-1,134,0,2
"Service",1069.98543618,3,134,0,3
"Arrival",1071.96462306,-1,135,0,3
"Service",1071.96462306,4,135,0,4
"Departure",1072.28984277,2,132,0,3
"Arrival",1075.16630995,-1,136,0,3
"Service",1075.16630995,2,136,0,4
"Departure",1075.59085312,1,133,0,3
"Departure",1076.07725053,4,135,0,2
"Arrival",1083.86090960,-1,137,0,2
"Service",1083.86090960,1,137,0,3
"Arrival",1088.73334816,-1,138,0,3
"Service",1088.73334816,4,138,0,4
"Departure",1089.25850284,2,136,0,3
"Arrival",1091.74627412,-1,139,0,3
"Service",1091.74627412,2,139,0,4
"Arrival",1095.57841927,-1,140,0,4
"Departure",1101.11015765,4,138,1,3
"Service",1101.11015765,4,140,0,4
"Departure",1103.87390777,3,134,0,3
"Departure",1105.70159043,2,139,0,2
"Arrival",1110.23396469,-1,141,0,2
"Service",1110.23396469,2,141,0,3
"Arrival",1121.57837252,-1,142,0,3
"Service",1121.57837252,3,142,0,4
"Departure",1123.42564721,3,142,0,3
"Departure",1124.17641569,4,140,0,2
"Departure",1124.38727311,1,137,0,1
"Departure",1128.12799110,2,141,0,0
"Arrival",1130.50026729,-1,143,0,0
"Service",1130.50026729,1,143,0,1
"Departure",1137.50622379,1,143,0,0
"Arrival",1141.03426118,-1,144,0,0
"Service",1141.03426118,1,144,0,1
"Departure",1147.65780836,1,144,0,0
"Arrival",1153.52375227,-1,145,0,0
"Service",1153.52375227,1,145,0,1
"Arrival",1158.42676036,-1,146,0,1
"Service",1158.42676036,2,146,0,2
"Arrival",1162.88059347,-1,147,0,2
"Service",1162.88059347,3,147,0,3
"Departure",1166.65911411,1,145,0,2
"Departure",1176.02974332,3,147,0,1
"Arrival",1177.45996057,-1,148,0,1
"Service",1177.45996057,1,148,0,2
"Departure",1182.77075526,1,148,0,1
"Arrival",1184.51399304,-1,149,0,1
"Service",1184.51399304,1,149,0,2
"Departure",1185.08086654,2,146,0,1
"Arrival",1195.31141271,-1,150,0,1
"Service",1195.31141271,2,150,0,2
"Departure",1204.57941248,1,149,0,1
"Departure",1206.68160912,2,150,0,0
"Arrival",1207.13171815,-1,151,0,0
"Service",1207.13171815,1,151,0,1
"Arrival",1213.57065961,-1,152,0,1
"Service",1213.57065961,2,152,0,2
"Departure",1219.81483918,2,152,0,1
"Arrival",1227.69281887,-1,153,0,1
"Service",1227.69281887,2,153,0,2
"Departure",1231.85598688,1,151,0,1
"Departure",1233.43108800,2,153,0,0
"Arrival",1237.08933943,-1,154,0,0
"Service",1237.08933943,1,154,0,1
"Arrival",1243.88684721,-1,155,0,1
"Service",1243.88684721,2,155,0,2
"Departure",1246.95652031,2,155,0,1
"Departure",1249.63411742,1,154,0,0
"Arrival",1256.26076242,-1,156,0,0
"Service",1256.26076242,1,156,0,1
"Arrival",1265.78610905,-1,157,0,1
"Service",1265.78610905,2,157,0,2
"Departure",1278.54923676,1,156,0,1
"Arrival",1281.76537648,-1,158,0,1
"Service",1281.76537648,1,158,0,2
"Departure",1283.45016672,2,157,0,1
"Arrival",1292.95541171,-1,159,0,1
"Service",1292.95541171,2,159,0,2
"Arrival",1305.79373709,-1,160,0,2
"Service",1305.79373709,3,160,0,3
"Departure",1309.13050683,2,159,0,2
"Arrival",1310.82847778,-1,161,0,2
"Service",1310.82847778,2,161,0,3
"Arrival",1315.58413655,-1,162,0,3
"Service",1315.58413655,4,162,0,4
"Departure",1315.98086333,2,161,0,3
"Departure",1317.84261826,1,158,0,2
"Departure",1321.93039467,4,162,0,1
"Arrival",1322.22221400,-1,163,0,1
"Service",1322.22221400,1,163,0,2
"Arrival",1330.40991146,-1,164,0,2
"Service",1330.40991146,2,164,0,3
"Departure",1330.48271241,3,160,0,2
"Departure",1330.71069374,1,163,0,1
"Arrival",1342.25805316,-1,165,0,1
"Service",1342.25805316,1,165,0,2
"Arrival",1343.75457921,-1,166,0,2
"Service",1343.75457921,3,166,0,3
"Departure",1346.63681890,2,164,0,2
"Departure",1350.67858007,1,165,0,1
"Arrival",1360.64570316,-1,167,0,1
"Service",1360.64570316,1,167,0,2
"Departure",1365.38366790,3,166,0,1
"Departure",1365.67141557,1,167,0,0
"Arrival",1367.17745921,-1,168,0,0
"Service",1367.17745921,1,168,0,1
"Departure",1367.49722618,1,168,0,0
"Arrival",1371.23960064,-1,169,0,0
"Service",1371.23960064,1,169,0,1
"Departure",1380.02974500,1,169,0,0
"Arrival",1383.54844698,-1,170,0,0
"Service",1383.54844698,1,170,0,1
"Arrival",1393.68694164,-1,171,0,1
"Service",1393.68694164,2,171,0,2
"Departure",1397.81344310,1,170,0,1
"Arrival",1401.23059294,-1,172,0,1
"Service",1401.23059294,1,172,0,2
"Departure",1401.56520912,2,171,0,1
"Arrival",1403.71274210,-1,173,0,1
"Service",1403.71274210,2,173,0,2
"Arrival",1407.27209017,-1,174,0,2
"Service",1407.27209017,3,174,0,3
"Arrival",1416.67007650,-1,175,0,3
"Service",1416.67007650,4,175,0,4
"Departure",1418.05707939,2,173,0,3
"Departure",1419.74163754,4,175,0,2
"Arrival",1423.52461046,-1,176,0,2
"Service",1423.52461046,2,176,0,3
"Departure",1424.78463792,1,172,0,2
"Departure",1427.38761613,2,176,0,1
"Departure",1429.59795003,3,174,0,0
"Arrival",1435.06531009,-1,177,0,0
"Service",1435.06531009,1,177,0,1
"Departure",1444.00248618,1,177,0,0
"Arrival",1448.42613674,-1,178,0,0
"Service",1448.42613674,1,178,0,1
"Arrival",1454.19997651,-1,179,0,1
"Service",1454.19997651,2,179,0,2
"Arrival",1458.17015256,-1,180,0,2
"Service",1458.17015256,3,180,0,3
"Arrival",1465.55059539,-1,181,0,3
"Service",1465.55059539,4,181,0,4
"Departure",1470.29066988,2,179,0,3
"Arrival",1470.44684062,-1,182,0,3
"Service",1470.44684062,2,182,0,4
"Arrival",1472.94801485,-1,183,0,4
"Departure",1475.95391870,3,180,1,3
"Service",1475.95391870,3,183,0,4
"Departure",1477.11130710,4,181,0,3
"Arrival",1478.67923023,-1,184,0,3
"Service",1478.67923023,4,184,0,4
"Departure",1480.18169341,2,182,0,3
"Departure",1482.15741928,1,178,0,2
"Arrival",1483.81064112,-1,185,0,2
"Service",1483.81064112,1,185,0,3
"Departure",1485.03119264,4,184,0,2
"Departure",1487.98666891,1,185,0,1
"Arrival",1488.09234343,-1,186,0,1
"Service",1488.09234343,1,186,0,2
"Arrival",1492.43300413,-1,187,0,2
"Service",1492.43300413,2,187,0,3
"Arrival",1495.31190604,-1,188,0,3
"Service",1495.31190604,4,188,0,4
"Arrival",1500.38606789,-1,189,0,4
"Departure",1500.49294516,3,183,1,3
"Service",1500.49294516,3,189,0,4
"Arrival",1503.06578689,-1,190,0,4
"Departure",1506.40796335,2,187,1,3
"Service",1506.40796335,2,190,0,4
"Arrival",1507.94535028,-1,191,0,4
"Departure",1509.59468154,2,190,1,3
"Service",1509.59468154,2,191,0,4
"Arrival",1517.39939241,-1,192,0,4
"Departure",1518.97347846,3,189,1,3
"Service",1518.97347846,3,192,0,4
"Departure",1520.54439043,4,188,0,3
"Arrival",1524.98974280,-1,193,0,3
"Service",1524.98974280,4,193,0,4
"Departure",1525.43277347,1,186,0,3
"Departure",1526.43735306,3,192,0,2
"Departure",1529.08398203,2,191,0,1
"Arrival",1538.42775454,-1,194,0,1
"Service",1538.42775454,1,194,0,2
"Departure",1542.71916952,4,193,0,1
"Arrival",1547.52993947,-1,195,0,1
"Service",1547.52993947,2,195,0,2
"Departure",1548.11589169,1,194,0,1
"Departure",1560.40755585,2,195,0,0
"Arrival",1562.68118052,-1,196,0,0
"Service",1562.68118052,1,196,0,1
"Arrival",1565.64999581,-1,197,0,1
"Service",1565.64999581,2,197,0,2
"Arrival",1570.47560569,-1,198,0,2
"Service",1570.47560569,3,198,0,3
"Departure",1573.63554218,1,196,0,2
"Arrival",1574.00936326,-1,199,0,2
"Service",1574.00936326,1,199,0,3
"Departure",1582.62531839,1,199,0,2
"Departure",1586.10975396,3,198,0,1
"Arrival",1588.45608001,-1,200,0,1
"Service",1588.45608001,1,200,0,2
"Departure",1590.14045193,2,197,0,1
"Arrival",1597.58208572,-1,201,0,1
"Service",1597.58208572,2,201,0,2
"Departure",1599.97419626,1,200,0,1
"Arrival",1608.69058445,-1,202,0,1
"Service",1608.69058445,1,202,0,2
"Arrival",1615.34680047,-1,203,0,2
"Service",1615.34680047,3,203,0,3
"Departure",1617.41545315,3,203,0,2
"Departure",1617.83269469,1,202,0,1
"Departure",1618.13835526,2,201,0,0
"Arrival",1624.16911731,-1,204,0,0
"Service",1624.16911731,1,204,0,1
"Departure",1624.97048224,1,204,0,0
"Arrival",1629.52739982,-1,205,0,0
"Service",1629.52739982,1,205,0,1
"Departure",1629.93510169,1,205,0,0
"Arrival",1632.68770159,-1,206,0,0
"Service",1632.68770159,1,206,0,1
"Arrival",1635.34100797,-1,207,0,1
"Service",1635.34100797,2,207,0,2
"Arrival",1638.45404059,-1,208,0,2
"Service",1638.45404059,3,208,0,3
"Departure",1639.71478878,1,206,0,2
"Arrival",1640.75451655,-1,209,0,2
"Service",1640.75451655,1,209,0,3
"Departure",1644.70037854,1,209,0,2
"Arrival",1645.43482608,-1,210,0,2
"Service",1645.43482608,1,210,0,3
"Arrival",1651.39664661,-1,211,0,3
"Service",1651.39664661,4,211,0,4
"Departure",1652.97549822,3,208,0,3
"Departure",1653.67759020,4,211,0,2
"Arrival",1654.81577564,-1,212,0,2
"Service",1654.81577564,3,212,0,3
"Arrival",1658.01358582,-1,213,0,3
"Service",1658.01358582,4,213,0,4
"Departure",1659.24306118,1,210,0,3
"Departure",1664.18018615,3,212,0,2
"Arrival",1666.03890342,-1,214,0,2
"Service",1666.03890342,1,214,0,3
"Departure",1668.20473341,2,207,0,2
"Departure",1668.26106946,4,213,0,1
"Departure",1672.80491511,1,214,0,0
"Arrival",1673.89588950,-1,215,0,0
"Service",1673.89588950,1,215,0,1
"Arrival",1679.37660343,-1,216,0,1
"Service",1679.37660343,2,216,0,2
"Arrival",1685.61827462,-1,217,0,2
"Service",1685.61827462,3,217,0,3
"Arrival",1688.40429243,-1,218,0,3
"Service",1688.40429243,4,218,0,4
"Arrival",1690.72004163,-1,219,0,4
"Departure",1693.40303050,2,216,1,3
"Service",1693.40303050,2,219,0,4
"Departure",1695.21747125,3,217,0,3
"Arrival",1697.09376580,-1,220,0,3
"Service",1697.09376580,3,220,0,4
"Arrival",1697.74347783,-1,221,0,4
"Departure",1704.34090884,1,215,1,3
"Service",1704.34090884,1,221,0,4
"Arrival",1707.08416044,-1,222,0,4
"Arrival",1708.97129659,-1,223,1,4
"Departure",1709.73190483,4,218,2,3
"Service",1709.73190483,4,222,1,4
"Arrival",1718.39222681,-1,224,1,4
"Departure",1722.61767928,4,222,2,3
"Service",1722.61767928,4,223,1,4
"Departure",1723.51582070,1,221,1,3
"Service",1723.51582070,1,224,0,4
"Departure",1725.97881543,2,219,0,3
"Arrival",1726.61382203,-1,225,0,3
"Service",1726.61382203,2,225,0,4
"Departure",1727.69406006,3,220,0,3
"Arrival",1733.49595650,-1,226,0,3
"Service",1733.49595650,3,226,0,4
"Departure",1734.96477776,2,225,0,3
"Departure",1742.48581893,1,224,0,2
"Departure",1748.36031832,3,226,0,1
"Arrival",1749.57474533,-1,227,0,1
"Service",1749.57474533,1,227,0,2
"Arrival",1758.68518627,-1,228,0,2
"Service",1758.68518627,2,228,0,3
"Arrival",1760.82762797,-1,229,0,3
"Service",1760.82762797,3,229,0,4
"Departure",1766.01360602,4,223,0,3
"Arrival",1770.73880653,-1,230,0,3
"Service",1770.73880653,4,230,0,4
"Departure",1775.23446909,2,228,0,3
"Departure",1776.01415420,3,229,0,2
"Arrival",1776.85501481,-1,231,0,2
"Service",1776.85501481,2,231,0,3
"Arrival",1778.86520815,-1,232,0,3
"Service",1778.86520815,3,232,0,4
"Departure",1779.23141937,1,227,0,3
"Arrival",1786.28929674,-1,233,0,3
"Service",1786.28929674,1,233,0,4
"Departure",1789.56760569,3,232,0,3
"Departure",1789.93521154,4,230,0,2
"Departure",1802.38365869,2,231,0,1
"Departure",1804.16196958,1,233,0,0
"Arrival",1804.18987857,-1,234,0,0
"Service",1804.18987857,1,234,0,1
