"Event Type","Start Time","Server ID","Customer ID","Queue Size","Busy Servers"
"Departure",38.6990981349,2,37,0,2
"Arrival",39.2713407805,-1,40,0,2
"Service",39.2713407805,2,40,0,3
"Departure",39.2959539204,2,40,0,2
"Arrival",39.6164772411,-1,41,0,2
"Service",39.6164772411,2,41,0,3
"Departure",39.6689297673,2,41,0,2
"Arrival",39.9860460769,-1,42,0,2
"Service",39.9860460769,2,42,0,3
"Departure",39.9911745757,2,42,0,2
"Arrival",40.3299036485,-1,43,0,2
"Service",40.3299036485,2,43,0,3
"Departure",40.3791103991,1,38,0,2
"Arrival",40.5091738432,-1,44,0,2
"Service",40.5091738432,1,44,0,3
"Departure",40.5469219053,2,43,0,2
"Departure",40.7356269730,1,44,0,1
"Arrival",41.6324230907,-1,45,0,1
"Service",41.6324230907,1,45,0,2
"Departure",41.7698183377,3,39,0,1
"Arrival",42.4437621063,-1,46,0,1
"Service",42.4437621063,2,46,0,2
"Departure",42.4923053899,1,45,0,1
"Arrival",42.6466695708,-1,47,0,1
"Service",42.6466695708,1,47,0,2
"Departure",43.0353409094,2,46,0,1
"Arrival",45.3514537547,-1,48,0,1
"Service",45.3514537547,2,48,0,2
"Departure",45.3972858124,1,47,0,1
"Departure",45.9763881921,2,48,0,0
"Arrival",47.9283815241,-1,49,0,0
"Service",47.9283815241,1,49,0,1
"Arrival",48.9811508682,-1,50,0,1
"Service",48.9811508682,2,50,0,2
"Departure",49.0919156017,2,50,0,1
"Departure",49.5462950582,1,49,0,0
"Arrival",49.6003074280,-1,51,0,0
"Service",49.6003074280,1,51,0,1
"Arrival",50.6448313148,-1,52,0,1
"Service",50.6448313148,2,52,0,2
"Arrival",50.7901295844,-1,53,0,2
"Service",50.7901295844,3,53,0,3
"Departure",50.9359128407,1,51,0,2
"Arrival",51.3589928195,-1,54,0,2
"Service",51.3589928195,1,54,0,3
"Departure",51.6398675264,1,54,0,2
"Departure",51.6407993637,2,52,0,1
"Departure",51.8637023827,3,53,0,0
"Arrival",54.6891068325,-1,55,0,0
"Service",54.6891068325,1,55,0,1
"Arrival",55.2845211623,-1,56,0,1
"Service",55.2845211623,2,56,0,2
"Departure",55.8363734719,2,56,0,1
"Departure",57.9584986719,1,55,0,0
"Arrival",60.0868629184,-1,57,0,0
"Service",60.0868629184,1,57,0,1
"Arrival",60.5237210928,-1,58,0,1
"Service",60.5237210928,2,58,0,2
"Departure",61.1651345061,2,58,0,1
"Arrival",61.4812918189,-1,59,0,1
"Service",61.4812918189,2,59,0,2
"Departure",61.5558209750,1,57,0,1
"Arrival",62.5480273860,-1,60,0,1
"Service",62.5480273860,1,60,0,2
"Arrival",62.8152366612,-1,61,0,2
"Service",62.8152366612,3,61,0,3
"Arrival",63.5249182608,-1,62,0,3
"Service",63.5249182608,4,62,0,4
"Departure",63.6031076644,2,59,0,3
"Arrival",63.7174643766,-1,63,0,3
"Service",63.7174643766,2,63,0,4
"Departure",63.7288857596,3,61,0,3
"Departure",64.3233656508,1,60,0,2
"Arrival",64.3321423743,-1,64,0,2
"Service",64.3321423743,1,64,0,3
"Departure",65.0819190330,1,64,0,2
"Departure",65.2706110945,2,63,0,1
"Departure",65.9479511642,4,62,0,0
"Arrival",66.2060813518,-1,65,0,0
"Service",66.2060813518,1,65,0,1
"Departure",66.5801257404,1,65,0,0
"Arrival",66.6722519259,-1,66,0,0
"Service",66.6722519259,1,66,0,1
"Departure",67.3897970719,1,66,0,0
"Arrival",68.8760609437,-1,67,0,0
"Service",68.8760609437,1,67,0,1
"Departure",70.1867036836,1,67,0,0
"Arrival",70.4737229710,-1,68,0,0
"Service",70.4737229710,1,68,0,1
"Departure",71.2038570655,1,68,0,0
"Arrival",72.0527377440,-1,69,0,0
"Service",72.0527377440,1,69,0,1
"Departure",72.8187705182,1,69,0,0
"Arrival",73.4926140781,-1,70,0,0
"Service",73.4926140781,1,70,0,1
"Departure",74.6275731348,1,70,0,0
"Arrival",74.7738125184,-1,71,0,0
"Service",74.7738125184,1,71,0,1
"Departure",77.9884759367,1,71,0,0
"Arrival",78.4019287213,-1,72,0,0
"Service",78.4019287213,1,72,0,1
"Departure",78.4371984618,1,72,0,0
"Arrival",78.6522901232,-1,73,0,0
"Service",78.6522901232,1,73,0,1
"Arrival",79.2577392630,-1,74,0,1
"Service",79.2577392630,2,74,0,2
"Arrival",79.4267761516,-1,75,0,2
"Service",79.4267761516,3,75,0,3
"Departure",81.5143059380,2,74,0,2
"Departure",82.2647421622,3,75,0,1
"Arrival",82.6415533217,-1,76,0,1
"Service",82.6415533217,2,76,0,2
"Arrival",82.8330672151,-1,77,0,2
"Service",82.8330672151,3,77,0,3
"Departure",82.8749516240,2,76,0,2
"Departure",82.9111461133,3,77,0,1
"Arrival",83.3666557630,-1,78,0,1
"Service",83.3666557630,2,78,0,2
"Departure",83.5326673566,1,73,0,1
"Arrival",83.5448346632,-1,79,0,1
"Service",83.5448346632,1,79,0,2
"Departure",84.0097016597,1,79,0,1
"Departure",84.1361806579,2,78,0,0
"Arrival",85.4098223534,-1,80,0,0
"Service",85.4098223534,1,80,0,1
"Arrival",86.2335616384,-1,81,0,1
"Service",86.2335616384,2,81,0,2
"Departure",86.3450063722,2,81,0,1
"Departure",86.6429161906,1,80,0,0
"Arrival",90.0337627299,-1,82,0,0
"Service",90.0337627299,1,82,0,1
"Arrival",90.0371847133,-1,83,0,1
"Service",90.0371847133,2,83,0,2
"Departure",90.1867262054,2,83,0,1
"Departure",90.3768420693,1,82,0,0
"Arrival",90.6883856370,-1,84,0,0
"Service",90.6883856370,1,84,0,1
"Arrival",91.0840440911,-1,85,0,1
"Service",91.0840440911,2,85,0,2
"Departure",91.9872869014,1,84,0,1
"Arrival",92.2479600001,-1,86,0,1
"Service",92.2479600001,1,86,0,2
"Arrival",92.5691374670,-1,87,0,2
"Service",92.5691374670,3,87,0,3
"Departure",92.5699318953,2,85,0,2
"Departure",93.1941931763,1,86,0,1
"Arrival",93.6824563259,-1,88,0,1
"Service",93.6824563259,1,88,0,2
"Departure",93.7064521730,1,88,0,1
"Arrival",93.9649797300,-1,89,0,1
"Service",93.9649797300,1,89,0,2
"Departure",94.5273480664,3,87,0,1
"Arrival",94.8885528363,-1,90,0,1
"Service",94.8885528363,2,90,0,2
"Departure",95.2100299589,1,89,0,1
"Departure",95.5557594609,2,90,0,0
"Arrival",96.7720993580,-1,91,0,0
"Service",96.7720993580,1,91,0,1
"Departure",97.6306457115,1,91,0,0
"Arrival",98.5128409873,-1,92,0,0
"Service",98.5128409873,1,92,0,1
"Departure",98.5738316986,1,92,0,0
"Arrival",101.638814796,-1,93,0,0
"Service",101.638814796,1,93,0,1
"Departure",102.324213655,1,93,0,0
"Arrival",104.349018348,-1,94,0,0
"Service",104.349018348,1,94,0,1
"Departure",104.948059745,1,94,0,0
"Arrival",105.974668757,-1,95,0,0
"Service",105.974668757,1,95,0,1
"Departure",106.865353151,1,95,0,0
"Arrival",106.887313658,-1,96,0,0
"Service",106.887313658,1,96,0,1
"Arrival",106.925228114,-1,97,0,1
"Service",106.925228114,2,97,0,2
"Departure",106.932071815,2,97,0,1
"Arrival",106.958090938,-1,98,0,1
"Service",106.958090938,2,98,0,2
"Arrival",107.233745007,-1,99,0,2
"Service",107.233745007,3,99,0,3
"Departure",108.122766706,3,99,0,2
"Departure",108.370965908,2,98,0,1
"Arrival",109.248822531,-1,100,0,1
"Service",109.248822531,2,100,0,2
"Departure",109.828629403,2,100,0,1
"Departure",110.226176030,1,96,0,0
"Arrival",110.489534356,-1,101,0,0
"Service",110.489534356,1,101,0,1
"Arrival",110.637002519,-1,102,0,1
"Service",110.637002519,2,102,0,2
"Departure",110.686836667,1,101,0,1
"Arrival",111.152035609,-1,103,0,1
"Service",111.152035609,1,103,0,2
"Departure",111.398082944,1,103,0,1
"Arrival",111.555494276,-1,104,0,1
"Service",111.555494276,1,104,0,2
"Arrival",111.606597247,-1,105,0,2
"Service",111.606597247,3,105,0,3
"Departure",111.915156935,2,102,0,2
"Departure",112.118481010,3,105,0,1
"Arrival",112.337742579,-1,106,0,1
"Service",112.337742579,2,106,0,2
"Departure",112.463241152,1,104,0,1
"Arrival",112.616771562,-1,107,0,1
"Service",112.616771562,1,107,0,2
"Departure",113.041031819,2,106,0,1
"Departure",113.541745751,1,107,0,0
"Arrival",113.721227923,-1,108,0,0
"Service",113.721227923,1,108,0,1
"Departure",113.903170157,1,108,0,0
"Arrival",116.154140403,-1,109,0,0
"Service",116.154140403,1,109,0,1
"Arrival",116.503502014,-1,110,0,1
"Service",116.503502014,2,110,0,2
"Departure",116.905534505,2,110,0,1
"Arrival",118.035474244,-1,111,0,1
"Service",118.035474244,2,111,0,2
"Departure",118.109786200,2,111,0,1
"Arrival",118.542144935,-1,112,0,1
"Service",118.542144935,2,112,0,2
"Arrival",118.624066663,-1,113,0,2
"Service",118.624066663,3,113,0,3
"Departure",118.958915440,1,109,0,2
"Arrival",119.108225847,-1,114,0,2
"Service",119.108225847,1,114,0,3
"Departure",119.937241806,3,113,0,2
"Arrival",120.298908626,-1,115,0,2
"Service",120.298908626,3,115,0,3
"Departure",120.447504928,2,112,0,2
"Departure",120.606132348,1,114,0,1
"Arrival",120.798915623,-1,116,0,1
"Service",120.798915623,1,116,0,2
"Departure",121.176493195,3,115,0,1
"Departure",121.742712688,1,116,0,0
"Arrival",122.211634444,-1,117,0,0
"Service",122.211634444,1,117,0,1
"Arrival",122.922696194,-1,118,0,1
"Service",122.922696194,2,118,0,2
"Departure",123.306150769,2,118,0,1
"Departure",123.982575984,1,117,0,0
"Arrival",125.096125754,-1,119,0,0
"Service",125.096125754,1,119,0,1
"Arrival",125.245756316,-1,120,0,1
"Service",125.245756316,2,120,0,2
"Departure",125.482305435,1,119,0,1
"Departure",126.445056485,2,120,0,0
"Arrival",127.015672786,-1,121,0,0
"Service",127.015672786,1,121,0,1
"Departure",127.367238320,1,121,0,0
"Arrival",127.977037684,-1,122,0,0
"Service",127.977037684,1,122,0,1
"Arrival",128.301188460,-1,123,0,1
"Service",128.301188460,2,123,0,2
"Departure",128.341618797,1,122,0,1
"Departure",129.142969358,2,123,0,0
"Arrival",129.280445860,-1,124,0,0
"Service",129.280445860,1,124,0,1
"Arrival",129.414000419,-1,125,0,1
"Service",129.414000419,2,125,0,2
"Departure",129.646670028,1,124,0,1
"Departure",130.767484684,2,125,0,0
"Arrival",130.890856921,-1,126,0,0
"Service",130.890856921,1,126,0,1
"Arrival",130.919653521,-1,127,0,1
"Service",130.919653521,2,127,0,2
"Departure",131.162167384,2,127,0,1
"Departure",131.202369815,1,126,0,0
"Arrival",131.205506912,-1,128,0,0
"Service",131.205506912,1,128,0,1
"Departure",131.397036392,1,128,0,0
"Arrival",132.604927798,-1,129,0,0
"Service",132.604927798,1,129,0,1
"Departure",132.628325066,1,129,0,0
"Arrival",135.859616519,-1,130,0,0
"Service",135.859616519,1,130,0,1
"Departure",136.708560803,1,130,0,0
"Arrival",137.862732025,-1,131,0,0
"Service",137.862732025,1,131,0,1
"Departure",138.041036734,1,131,0,0
"Arrival",138.627552868,-1,132,0,0
"Service",138.627552868,1,132,0,1
"Departure",139.703551452,1,132,0,0
"Arrival",142.834718683,-1,133,0,0
"Service",142.834718683,1,133,0,1
"Departure",143.139136360,1,133,0,0
"Arrival",144.667203759,-1,134,0,0
"Service",144.667203759,1,134,0,1
"Arrival",145.488981181,-1,135,0,1
"Service",145.488981181,2,135,0,2
"Departure",145.658972980,2,135,0,1
"Arrival",145.991242122,-1,136,0,1
"Service",145.991242122,2,136,0,2
"Departure",146.580578234,2,136,0,1
"Departure",146.643512950,1,134,0,0
"Arrival",148.439954788,-1,137,0,0
"Service",148.439954788,1,137,0,1
"Arrival",148.560536991,-1,138,0,1
"Service",148.560536991,2,138,0,2
"Arrival",149.370215005,-1,139,0,2
"Service",149.370215005,3,139,0,3
"Departure",149.409274177,3,139,0,2
"Departure",149.438482848,1,137,0,1
"Arrival",149.630652663,-1,140,0,1
"Service",149.630652663,1,140,0,2
"Arrival",149.783575473,-1,141,0,2
"Service",149.783575473,3,141,0,3
"Arrival",149.964631131,-1,142,0,3
"Service",149.964631131,4,142,0,4
"Departure",150.107937639,2,138,0,3
"Departure",150.129721235,4,142,0,2
"Arrival",151.219497711,-1,143,0,2
"Service",151.219497711,2,143,0,3
"Departure",151.467703308,3,141,0,2
"Departure",152.108737293,1,140,0,1
"Arrival",152.351053886,-1,144,0,1
"Service",152.351053886,1,144,0,2
"Departure",152.403063108,1,144,0,1
"Arrival",152.599721777,-1,145,0,1
"Service",152.599721777,1,145,0,2
"Departure",152.656681062,1,145,0,1
"Departure",152.737049142,2,143,0,0
"Arrival",153.957312625,-1,146,0,0
"Service",153.957312625,1,146,0,1
"Departure",154.677773760,1,146,0,0
"Arrival",155.258232911,-1,147,0,0
"Service",155.258232911,1,147,0,1
"Departure",155.433734368,1,147,0,0
"Arrival",155.464330298,-1,148,0,0
"Service",155.464330298,1,148,0,1
"Departure",155.525361775,1,148,0,0
"Arrival",155.549762511,-1,149,0,0
"Service",155.549762511,1,149,0,1
"Departure",156.436860018,1,149,0,0
"Arrival",156.963360719,-1,150,0,0
"Service",156.963360719,1,150,0,1
"Arrival",157.924078374,-1,151,0,1
"Service",157.924078374,2,151,0,2
"Arrival",158.243082882,-1,152,0,2
"Service",158.243082882,3,152,0,3
"Arrival",158.251302545,-1,153,0,3
"Service",158.251302545,4,153,0,4
"Departure",158.254601333,2,151,0,3
"Arrival",158.803492141,-1,154,0,3
"Service",158.803492141,2,154,0,4
"Departure",159.125177722,1,150,0,3
"Arrival",159.172526720,-1,155,0,3
"Service",159.172526720,1,155,0,4
"Departure",159.285431761,1,155,0,3
"Departure",159.391886897,4,153,0,2
"Departure",159.559440762,3,152,0,1
"Arrival",160.105232612,-1,156,0,1
"Service",160.105232612,1,156,0,2
"Arrival",160.205528789,-1,157,0,2
"Service",160.205528789,3,157,0,3
"Departure",160.585616939,1,156,0,2
"Departure",160.752883698,2,154,0,1
"Arrival",161.061538248,-1,158,0,1
"Service",161.061538248,1,158,0,2
"Departure",161.178286155,3,157,0,1
"Departure",161.648649221,1,158,0,0
"Arrival",163.355942579,-1,159,0,0
"Service",163.355942579,1,159,0,1
"Departure",164.075225085,1,159,0,0
"Arrival",164.459696065,-1,160,0,0
"Service",164.459696065,1,160,0,1
"Departure",164.543390386,1,160,0,0
"Arrival",166.588559975,-1,161,0,0
"Service",166.588559975,1,161,0,1
"Arrival",167.032556467,-1,162,0,1
"Service",167.032556467,2,162,0,2
"Arrival",167.240507159,-1,163,0,2
"Service",167.240507159,3,163,0,3
"Departure",167.520198899,1,161,0,2
"Departure",168.837816535,2,162,0,1
"Departure",169.736109934,3,163,0,0
"Arrival",170.295961618,-1,164,0,0
"Service",170.295961618,1,164,0,1
"Arrival",170.871405216,-1,165,0,1
"Service",170.871405216,2,165,0,2
"Departure",171.202541930,1,164,0,1
"Arrival",171.335123912,-1,166,0,1
"Service",171.335123912,1,166,0,2
"Arrival",171.521755848,-1,167,0,2
"Service",171.521755848,3,167,0,3
"Departure",171.594300687,1,166,0,2
"Departure",171.619871499,2,165,0,1
"Departure",172.181677740,3,167,0,0
"Arrival",173.676734409,-1,168,0,0
"Service",173.676734409,1,168,0,1
"Arrival",174.257364067,-1,169,0,1
"Service",174.257364067,2,169,0,2
"Arrival",174.539219544,-1,170,0,2
"Service",174.539219544,3,170,0,3
"Arrival",175.636546456,-1,171,0,3
"Service",175.636546456,4,171,0,4
"Departure",175.740645968,3,170,0,3
"Departure",175.868044129,1,168,0,2
"Arrival",176.897290518,-1,172,0,2
"Service",176.897290518,1,172,0,3
"Departure",177.477928396,1,172,0,2
"Departure",177.916718464,4,171,0,1
"Departure",178.013098729,2,169,0,0
"Arrival",178.199681492,-1,173,0,0
"Service",178.199681492,1,173,0,1
"Departure",178.211180741,1,173,0,0
"Arrival",178.573337645,-1,174,0,0
"Service",178.573337645,1,174,0,1
"Arrival",179.131203191,-1,175,0,1
"Service",179.131203191,2,175,0,2
"Arrival",179.228498558,-1,176,0,2
"Service",179.228498558,3,176,0,3
"Arrival",180.004820323,-1,177,0,3
"Service",180.004820323,4,177,0,4
"Departure",180.027461368,2,175,0,3
"Departure",180.054199917,4,177,0,2
"Departure",180.382195971,3,176,0,1
"Arrival",180.595664750,-1,178,0,1
"Service",180.595664750,2,178,0,2
"Departure",180.663630638,2,178,0,1
"Arrival",181.011998947,-1,179,0,1
"Service",181.011998947,2,179,0,2
"Arrival",181.217645519,-1,180,0,2
"Service",181.217645519,3,180,0,3
"Arrival",181.358333936,-1,181,0,3
"Service",181.358333936,4,181,0,4
"Departure",181.358740121,3,180,0,3
"Departure",181.446085449,4,181,0,2
"Arrival",182.517900615,-1,182,0,2
"Service",182.517900615,3,182,0,3
"Departure",182.553047020,1,174,0,2
"Departure",183.347208737,3,182,0,1
"Arrival",183.839459285,-1,183,0,1
"Service",183.839459285,1,183,0,2
"Departure",183.983239477,2,179,0,1
"Departure",184.111405936,1,183,0,0
"Arrival",184.755820651,-1,184,0,0
"Service",184.755820651,1,184,0,1
"Arrival",185.106587246,-1,185,0,1
"Service",185.106587246,2,185,0,2
"Arrival",185.506393808,-1,186,0,2
"Service",185.506393808,3,186,0,3
"Departure",185.715142232,1,184,0,2
"Departure",185.752385957,3,186,0,1
"Arrival",186.104014808,-1,187,0,1
"Service",186.104014808,1,187,0,2
"Arrival",186.244655687,-1,188,0,2
"Service",186.244655687,3,188,0,3
"Arrival",186.251519755,-1,189,0,3
"Service",186.251519755,4,189,0,4
"Arrival",186.400358427,-1,190,0,4
"Service",186.400358427,5,190,0,5
"Departure",186.548062741,1,187,0,4
"Departure",186.756022682,5,190,0,3
"Departure",187.666497993,4,189,0,2
"Arrival",187.697042707,-1,191,0,2
"Service",187.697042707,1,191,0,3
"Departure",187.891874596,1,191,0,2
"Departure",187.893027845,3,188,0,1
"Departure",188.179763446,2,185,0,0
"Arrival",192.667230405,-1,192,0,0
"Service",192.667230405,1,192,0,1
"Arrival",194.091657648,-1,193,0,1
"Service",194.091657648,2,193,0,2
"Arrival",195.381121881,-1,194,0,2
"Service",195.381121881,3,194,0,3
"Arrival",195.681986813,-1,195,0,3
"Service",195.681986813,4,195,0,4
"Departure",196.400301536,3,194,0,3
"Arrival",197.102252264,-1,196,0,3
"Service",197.102252264,3,196,0,4
"Departure",197.360822463,2,193,0,3
"Departure",197.365870449,1,192,0,2
"Departure",197.749718843,4,195,0,1
"Departure",198.341768693,3,196,0,0
"Arrival",198.953906661,-1,197,0,0
"Service",198.953906661,1,197,0,1
"Departure",199.234016431,1,197,0,0
"Arrival",200.152608674,-1,198,0,0
"Service",200.152608674,1,198,0,1
"Departure",200.477166211,1,198,0,0
"Arrival",200.941441217,-1,199,0,0
"Service",200.941441217,1,199,0,1
"Departure",200.988015670,1,199,0,0
"Arrival",201.577380149,-1,200,0,0
"Service",201.577380149,1,200,0,1
"Arrival",201.928972710,-1,201,0,1
"Service",201.928972710,2,201,0,2
"Departure",202.005464240,1,200,0,1
"Arrival",202.166230515,-1,202,0,1
"Service",202.166230515,1,202,0,2
"Departure",202.253648427,2,201,0,1
"Departure",202.995619362,1,202,0,0
"Arrival",203.878059469,-1,203,0,0
"Service",203.878059469,1,203,0,1
"Departure",203.939939546,1,203,0,0
"Arrival",204.405171414,-1,204,0,0
"Service",204.405171414,1,204,0,1
"Departure",205.415874924,1,204,0,0
"Arrival",205.902818041,-1,205,0,0
"Service",205.902818041,1,205,0,1
"Departure",206.912018012,1,205,0,0
"Arrival",207.585894919,-1,206,0,0
"Service",207.585894919,1,206,0,1
"Departure",208.063484264,1,206,0,0
"Arrival",210.932535952,-1,207,0,0
"Service",210.932535952,1,207,0,1
"Departure",211.050457048,1,207,0,0
"Arrival",211.708556026,-1,208,0,0
"Service",211.708556026,1,208,0,1
"Departure",211.729686919,1,208,0,0
"Arrival",212.466203103,-1,209,0,0
"Service",212.466203103,1,209,0,1
"Departure",212.565558419,1,209,0,0
"Arrival",214.314344354,-1,210,0,0
"Service",214.314344354,1,210,0,1
"Arrival",215.566788311,-1,211,0,1
"Service",215.566788311,2,211,0,2
"Departure",215.890647853,1,210,0,1
"Arrival",215.950262397,-1,212,0,1
"Service",215.950262397,1,212,0,2
"Arrival",216.349790094,-1,213,0,2
"Service",216.349790094,3,213,0,3
"Arrival",216.457487389,-1,214,0,3
"Service",216.457487389,4,214,0,4
"Departure",216.820984185,2,211,0,3
"Arrival",216.865997041,-1,215,0,3
"Service",216.865997041,2,215,0,4
"Departure",217.359236261,3,213,0,3
"Departure",217.556806577,4,214,0,2
"Departure",217.593484710,1,212,0,1
"Arrival",218.048782885,-1,216,0,1
"Service",218.048782885,1,216,0,2
"Arrival",218.479654676,-1,217,0,2
"Service",218.479654676,3,217,0,3
"Arrival",218.578035200,-1,218,0,3
"Service",218.578035200,4,218,0,4
"Departure",218.762798991,2,215,0,3
"Departure",219.260624468,1,216,0,2
"Departure",219.468861294,4,218,0,1
"Departure",219.793768537,3,217,0,0
"Arrival",220.575004572,-1,219,0,0
"Service",220.575004572,1,219,0,1
"Departure",220.607861480,1,219,0,0
"Arrival",221.480588706,-1,220,0,0
"Service",221.480588706,1,220,0,1
"Departure",221.620222374,1,220,0,0
"Arrival",222.015938546,-1,221,0,0
"Service",222.015938546,1,221,0,1
"Arrival",222.634591825,-1,222,0,1
"Service",222.634591825,2,222,0,2
"Departure",222.898052218,1,221,0,1
"Arrival",223.437006862,-1,223,0,1
"Service",223.437006862,1,223,0,2
"Arrival",224.068990874,-1,224,0,2
"Service",224.068990874,3,224,0,3
"Departure",224.124000566,3,224,0,2
"Arrival",224.157074803,-1,225,0,2
"Service",224.157074803,3,225,0,3
"Departure",224.319522532,3,225,0,2
"Departure",224.797919786,2,222,0,1
"Departure",226.272388278,1,223,0,0
"Arrival",226.585446804,-1,226,0,0
"Service",226.585446804,1,226,0,1
"Departure",226.595371341,1,226,0,0
"Arrival",227.790639498,-1,227,0,0
"Service",227.790639498,1,227,0,1
"Departure",228.960160717,1,227,0,0
"Arrival",229.106979274,-1,228,0,0
"Service",229.106979274,1,228,0,1
"Arrival",229.421795732,-1,229,0,1
"Service",229.421795732,2,229,0,2
"Departure",229.547400263,2,229,0,1
"Departure",229.722056554,1,228,0,0
"Arrival",232.449522032,-1,230,0,0
"Service",232.449522032,1,230,0,1
"Departure",233.077067592,1,230,0,0
"Arrival",233.678414895,-1,231,0,0
"Service",233.678414895,1,231,0,1
"Departure",233.785000760,1,231,0,0
"Arrival",237.472548729,-1,232,0,0
"Service",237.472548729,1,232,0,1
"Arrival",237.849400166,-1,233,0,1
"Service",237.849400166,2,233,0,2
"Arrival",238.826850702,-1,234,0,2
"Service",238.826850702,3,234,0,3
"Departure",239.153118621,1,232,0,2
"Departure",239.939224569,3,234,0,1
"Arrival",240.140245488,-1,235,0,1
"Service",240.140245488,1,235,0,2
"Arrival",240.327969528,-1,236,0,2
"Service",240.327969528,3,236,0,3
